0.462207 -149.544832
0.463880 -149.562251
0.465552 -149.579546
0.467224 -149.596717
0.468896 -149.613762
0.470569 -149.630684
0.472241 -149.647481
0.473913 -149.664153
0.475585 -149.680701
0.477258 -149.697124
0.478930 -149.713423
0.480602 -149.729597
0.482274 -149.745647
0.483946 -149.761572
0.485619 -149.777373
0.487291 -149.793049
0.488963 -149.808601
0.490635 -149.824028
0.492308 -149.839330
0.493980 -149.854509
0.495652 -149.869562
0.497324 -149.884491
0.498997 -149.899296
0.500669 -149.913976
0.502341 -149.928531
0.504013 -149.942962
0.505686 -149.957269
0.507358 -149.971451
0.509030 -149.985508
0.510702 -149.999441
0.512375 -150.013249
0.514047 -150.026933
0.515719 -150.040493
0.517391 -150.053927
0.519064 -150.067238
0.520736 -150.080423
0.522408 -150.093485
0.524080 -150.106421
0.525753 -150.119234
0.527425 -150.131921
0.529097 -150.144485
0.530769 -150.156923
0.532441 -150.169237
0.534114 -150.181427
0.535786 -150.193492
0.537458 -150.205433
0.539130 -150.217249
0.540803 -150.228940
0.542475 -150.240507
0.544147 -150.251950
0.545819 -150.263268
0.547492 -150.274461
0.549164 -150.285530
0.550836 -150.296474
0.552508 -150.307294
0.554181 -150.317990
0.555853 -150.328561
0.557525 -150.339007
0.559197 -150.349329
0.560870 -150.359526
0.562542 -150.369599
0.564214 -150.379547
0.565886 -150.389371
0.567559 -150.399070
0.569231 -150.408645
0.570903 -150.418095
0.572575 -150.427421
0.574247 -150.436622
0.575920 -150.445698
0.577592 -150.454650
0.579264 -150.463478
0.580936 -150.472181
0.582609 -150.480760
0.584281 -150.489214
0.585953 -150.497543
0.587625 -150.505748
0.589298 -150.513828
0.590970 -150.521784
0.592642 -150.529616
0.594314 -150.537323
0.595987 -150.544905
0.597659 -150.552363
0.599331 -150.559696
0.601003 -150.566905
0.602676 -150.573989
0.604348 -150.580949
0.606020 -150.587784
0.607692 -150.594495
0.609365 -150.601081
0.611037 -150.607543
0.612709 -150.613880
0.614381 -150.620093
0.616054 -150.626181
0.617726 -150.632145
0.619398 -150.637984
0.621070 -150.643698
0.622742 -150.649288
0.624415 -150.654754
0.626087 -150.660095
0.627759 -150.665311
0.629431 -150.670403
0.631104 -150.675371
0.632776 -150.680214
0.634448 -150.684932
0.636120 -150.689526
0.637793 -150.693995
0.639465 -150.698340
0.641137 -150.702560
0.642809 -150.706656
0.644482 -150.710627
0.646154 -150.714474
0.647826 -150.718196
0.649498 -150.721794
0.651171 -150.725267
0.652843 -150.728616
0.654515 -150.731840
0.656187 -150.734940
0.657860 -150.737915
0.659532 -150.740766
0.661204 -150.743492
0.662876 -150.746093
0.664548 -150.748570
0.666221 -150.750923
0.667893 -150.753151
0.669565 -150.755254
0.671237 -150.757233
0.672910 -150.759088
0.674582 -150.760818
0.676254 -150.762423
0.677926 -150.763904
0.679599 -150.765260
0.681271 -150.766492
0.682943 -150.767599
0.684615 -150.768582
0.686288 -150.769441
0.687960 -150.770174
0.689632 -150.770784
0.691304 -150.771268
0.692977 -150.771628
0.694649 -150.771864
0.696321 -150.771975
0.697993 -150.771962
0.699666 -150.771824
0.701338 -150.771562
0.703010 -150.771175
0.704682 -150.770663
0.706355 -150.770027
0.708027 -150.769267
0.709699 -150.768382
0.711371 -150.767372
0.713043 -150.766238
0.714716 -150.764980
0.716388 -150.763597
0.718060 -150.762089
0.719732 -150.760457
0.721405 -150.758700
0.723077 -150.756819
0.724749 -150.754813
0.726421 -150.752683
0.728094 -150.750428
0.729766 -150.748049
0.731438 -150.745545
0.733110 -150.742917
0.734783 -150.740164
0.736455 -150.737287
0.738127 -150.734285
0.739799 -150.731159
0.741472 -150.727908
0.743144 -150.724532
0.744816 -150.721033
0.746488 -150.717408
0.748161 -150.713659
0.749833 -150.709786
0.751505 -150.705788
0.753177 -150.701665
0.754849 -150.697418
0.756522 -150.693047
0.758194 -150.688550
0.759866 -150.683930
0.761538 -150.679185
0.763211 -150.674315
0.764883 -150.669321
0.766555 -150.664202
0.768227 -150.658959
0.769900 -150.653591
0.771572 -150.648099
0.773244 -150.642482
0.774916 -150.636741
0.776589 -150.630875
0.778261 -150.624885
0.779933 -150.618770
0.781605 -150.612531
0.783278 -150.606167
0.784950 -150.599678
0.786622 -150.593065
0.788294 -150.586328
0.789967 -150.579466
0.791639 -150.572479
0.793311 -150.565368
0.794983 -150.558133
0.796656 -150.550773
0.798328 -150.543288
0.800000 -150.535679
