0.300000 -147.263299
0.301672 -147.292797
0.303344 -147.322170
0.305017 -147.351419
0.306689 -147.380544
0.308361 -147.409544
0.310033 -147.438419
0.311706 -147.467170
0.313378 -147.495796
0.315050 -147.524298
0.316722 -147.552675
0.318395 -147.580928
0.320067 -147.609056
0.321739 -147.637060
0.323411 -147.664939
0.325084 -147.692693
0.326756 -147.720323
0.328428 -147.747829
0.330100 -147.775210
0.331773 -147.802467
0.333445 -147.829599
0.335117 -147.856606
0.336789 -147.883489
0.338462 -147.910248
0.340134 -147.936882
0.341806 -147.963391
0.343478 -147.989776
0.345151 -148.016036
0.346823 -148.042172
0.348495 -148.068184
0.350167 -148.094071
0.351839 -148.119833
0.353512 -148.145471
0.355184 -148.170984
0.356856 -148.196373
0.358528 -148.221637
0.360201 -148.246777
0.361873 -148.271792
0.363545 -148.296683
0.365217 -148.321449
0.366890 -148.346090
0.368562 -148.370607
0.370234 -148.395000
0.371906 -148.419268
0.373579 -148.443412
0.375251 -148.467431
0.376923 -148.491325
0.378595 -148.515095
0.380268 -148.538741
0.381940 -148.562262
0.383612 -148.585658
0.385284 -148.608930
0.386957 -148.632077
0.388629 -148.655100
0.390301 -148.677999
0.391973 -148.700772
0.393645 -148.723422
0.395318 -148.745947
0.396990 -148.768347
0.398662 -148.790623
0.400334 -148.812774
0.402007 -148.834801
0.403679 -148.856703
0.405351 -148.878480
0.407023 -148.900134
0.408696 -148.921662
0.410368 -148.943066
0.412040 -148.964346
0.413712 -148.985501
0.415385 -149.006531
0.417057 -149.027438
0.418729 -149.048219
0.420401 -149.068876
0.422074 -149.089408
0.423746 -149.109816
0.425418 -149.130100
0.427090 -149.150259
0.428763 -149.170293
0.430435 -149.190203
0.432107 -149.209988
0.433779 -149.229649
0.435452 -149.249186
0.437124 -149.268597
0.438796 -149.287885
0.440468 -149.307047
0.442140 -149.326086
0.443813 -149.344999
0.445485 -149.363788
0.447157 -149.382453
0.448829 -149.400993
0.450502 -149.419409
0.452174 -149.437700
0.453846 -149.455867
0.455518 -149.473909
0.457191 -149.491826
0.458863 -149.509619
0.460535 -149.527288
